OBJECTID,YEAR_PM25_train_pnt,X,Y,ymean_2018_AOD47,ymean_2018_nNDVI,ymean_2018_TMP,ymean_2018_SPFH,ymean_2018_WIND,ymean_2018_HGT,ymean_2018_PM25
827,827,-103.140630793235459,41.443214185801537,0.1826371,0.3211130,8.8767281,0.0061067,4.1245508,1315.4782715,6.7711287
828,828,-102.517424564877444,41.443214185801537,0.1868588,0.3320782,9.3881292,0.0063224,4.0390391,1183.7663574,6.8870897
829,829,-101.894218336519543,41.443214185801537,0.1858956,0.3398478,8.4027710,0.0067133,3.2843471,1102.3750000,7.0612721
830,830,-101.271012108161642,41.443214185801537,0.1946066,0.3545870,8.3349257,0.0070940,3.4467740,1030.4307861,7.3197265
831,831,-100.647805879803741,41.443214185801537,0.2199214,0.3752609,8.7054567,0.0070662,3.9800229,965.4712524,7.4773393
832,832,-100.024599651445840,41.443214185801537,0.2115758,0.3752609,8.2922630,0.0068970,4.6167707,843.0036621,7.7073879
833,833,-99.401393423087939,41.443214185801537,0.2317449,0.3948391,8.9889650,0.0069749,4.4573445,747.2570801,7.8714933
834,834,-98.778187194730037,41.443214185801537,0.2303141,0.4066087,9.0460243,0.0070610,4.0115132,667.1688843,8.0985870
835,835,-98.154980966372079,41.443214185801537,0.2134906,0.4100609,9.1074877,0.0071540,3.6564510,562.1742554,8.5300102
836,836,-97.531774738014178,41.443214185801537,0.2213958,0.4061956,9.2653885,0.0071799,3.4187429,495.9749756,9.0791817
837,837,-96.908568509656277,41.443214185801537,0.2361793,0.4043044,9.2652903,0.0072857,3.4357553,452.2287903,9.5024796
838,838,-96.285362281298376,41.443214185801537,0.2304641,0.4249348,9.7952213,0.0073847,3.3131754,349.6870728,9.7132607
839,839,-95.662156052940418,41.443214185801537,0.2179146,0.4368652,9.4872980,0.0074207,3.6392803,361.6949158,9.6122856
840,840,-95.038949824582517,41.443214185801537,0.2424236,0.4368652,9.3299103,0.0073534,3.5312219,389.9760742,9.2681904
841,841,-94.415743596224615,41.443214185801537,0.2305263,0.4762522,9.5659781,0.0073356,3.3374383,345.0477295,9.2518034
842,842,-93.792537367866601,41.443214185801537,0.2027784,0.5107217,9.9735003,0.0074501,2.8957777,286.4663696,9.3418550
843,843,-93.169331139508699,41.443214185801537,0.2284653,0.4797870,10.0858164,0.0074057,3.1713603,261.5924683,9.2361355
844,844,-92.546124911150798,41.443214185801537,0.2295268,0.4656565,9.5281858,0.0071955,2.9053583,263.7394409,9.2605953
845,845,-91.922918682792897,41.443214185801537,0.2370237,0.4487826,9.8391466,0.0073643,2.9653668,240.3621216,9.3105955
846,846,-91.299712454434939,41.443214185801537,0.2266489,0.4531304,10.0567455,0.0074192,3.0831394,213.8927612,9.3750582
847,847,-90.676506226077038,41.443214185801537,0.2172821,0.4436652,10.2563763,0.0073670,3.3009577,214.7528534,9.4607477
848,848,-90.053299997719137,41.443214185801537,0.2304381,0.4436652,10.2246428,0.0075997,2.7662113,197.3177185,9.7097597
849,849,-89.430093769361235,41.443214185801537,0.2295183,0.4448043,10.1439953,0.0076414,2.7964985,207.4205627,10.3533802
850,850,-88.806887541003334,41.443214185801537,0.2285732,0.4387043,10.2686615,0.0075384,2.9412768,196.6708832,10.9364042
851,851,-88.183681312645433,41.443214185801537,0.2378308,0.4496783,10.3442402,0.0075008,2.6858153,182.9180298,12.1974535
852,852,-87.560475084287532,41.443214185801537,0.2169167,0.4611044,10.0286951,0.0074484,3.0070906,215.0688477,11.7646513
853,853,-86.937268855929574,41.443214185801537,0.2317741,0.4643000,10.3102617,0.0073263,3.4483457,217.0739288,10.7668533
854,854,-86.314062627571673,41.443214185801537,0.2554020,0.4515478,10.3652430,0.0074251,3.3892808,237.2324982,10.3028564
855,855,-85.690856399213772,41.443214185801537,0.2523577,0.4451913,10.3121433,0.0076264,3.4512601,257.4206848,10.1930351
856,856,-85.067650170855757,41.443214185801537,0.2446058,0.4451913,10.1527014,0.0074971,2.4216185,260.6983337,10.1362019
857,857,-84.444443942497799,41.443214185801537,0.2412322,0.4247391,10.4180794,0.0075908,2.7458479,221.6129608,10.6664896
858,858,-83.821237714139897,41.443214185801537,0.2583650,0.4202043,10.2735672,0.0075103,3.4473498,218.3983917,11.1943121
859,859,-83.198031485781996,41.443214185801537,0.2612491,0.4291739,10.7062120,0.0077153,3.5753305,177.5835114,11.5639248
860,860,-81.951619029066194,41.443214185801537,0.2537038,0.5199130,10.5844851,0.0076339,4.8139653,198.6166992,11.8111572
861,861,-81.328412800708293,41.443214185801537,0.2325965,0.5577478,10.0341492,0.0075522,1.6213778,342.0198669,11.0349445
